index,title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve
1046,Bebé,,2017,PG-13/TV-14,9.1,,2010-2019,9.01-9.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,The Fever,,2004,,5.9,,2000-2009,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1048,In the Shadow of the Towers: Stuyvesant High on 9/11,,2019,PG-13/TV-14,6.4,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1049,Persecuted,,2019,,6.3,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1050,God is the Bigger Elvis,,2012,,7.0,,2010-2019,6.01-7.00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1051,Lindsey Vonn: The Final Season,,2019,PG-13/TV-14,7.2,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1052,Head Over Heels,TV,2014,,7.5,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1053,Sesame Street's 50th Anniversary Celebration,,2019,G/TV-G,8.6,,2010-2019,8.51-9.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1054,Any Given Wednesday with Bill Simmons,TV,2016,R/TV-MA,6.3,50.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1055,Heir To An Execution,,2004,PG/TV-PG,7.1,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1056,Three Days of Terror: The Charlie Hebdo Attacks,,2016,,7.7,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1057,Being Serena,TV,2018,,5.7,89.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1058,College,,2008,R/TV-MA,4.6,5.0,2000-2009,0-5.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1059,Home Alone 4,,2002,PG/TV-PG,2.6,,2000-2009,0-5.00,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1060,Solitary,,2016,PG-13/TV-14,7.2,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1061,Jaws: The Revenge,,1987,PG-13/TV-14,3.0,,1980-1989,0-5.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1062,Mel Brooks: Live at the Geffen,,2015,PG/TV-PG,7.1,,2010-2019,7.01-7.50,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1063,Meth Storm,,2017,R/TV-MA,6.7,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1064,Home Alone: The Holiday Heist,,2012,PG/TV-PG,3.5,,2010-2019,0-5.00,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1065,Dennis Miller Live,TV,1994,,6.1,,1990-1999,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1066,Paycheck to Paycheck: The Life & Times of Katrina Gilbert,,2014,,7.2,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1067,Nothing Co.,,2014,,8.0,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1068,We Are Not Done Yet,,2018,PG/TV-PG,7.2,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1069,Slipping Into Darkness,,2020,R/TV-MA,6.8,,2020-2029,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1070,Shouting Fire: Stories from the Edge of Free Speech,,2009,,7.2,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1071,Judgment,,1990,PG-13/TV-14,6.5,,1990-1999,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1072,Toxic Hot Seat,,2013,PG/TV-PG,7.7,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1073,What Happened on September 11,,2019,PG/TV-PG,5.4,,2010-2019,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1074,Lock Up: The Prisoners of Rikers Island,,1994,R/TV-MA,7.9,,1990-1999,7.51-8.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1075,It's a Hard Truth Ain't It,,2018,R/TV-MA,6.6,,2010-2019,6.01-7.00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1076,The Many Lives of Nick Buoniconti,,2019,PG-13/TV-14,6.6,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1077,War Dog: A Soldier's Best Friend,,2017,PG-13/TV-14,7.7,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1078,Hopelessly Devout,,2018,PG-13/TV-14,6.1,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1079,About Us,,2016,,7.1,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1080,Namath,,2012,PG/TV-PG,7.7,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1081,The Tale of Gatti-Ward,,2013,,8.5,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1082,Dave Attell: Captain Miserable,,2007,R/TV-MA,7.0,,2000-2009,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1083,The Last Romantic,,2018,,8.7,,2010-2019,8.51-9.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1084,"The Strange History of Don't Ask, Don't Tell",,2011,,7.7,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1085,Have You Seen Andy?,,2007,,6.9,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1086,Ali & Cavett: The Tale of the Tapes,,2018,,6.7,71.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1087,Autopsy 6: Secrets of the Dead,,1999,,8.0,,1990-1999,7.51-8.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1088,The Number on Great-Grandpa's Arm,,2018,PG/TV-PG,7.3,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1089,Witless Protection,,2008,PG-13/TV-14,3.3,4.0,2000-2009,0-5.00,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1090,Foster,,2018,,6.8,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1091,Triangle: Remembering the Fire,,2011,,7.9,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1092,George Lopez: America's Mexican,,2007,R/TV-MA,6.3,,2000-2009,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1093,Bill Maher: Live from D.C.,,2014,R/TV-MA,6.7,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1094,Spymate,,2003,PG/TV-PG,3.9,17.0,2000-2009,0-5.00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1095,Arthur 2: On the Rocks,,1988,PG/TV-PG,4.6,13.0,1980-1989,0-5.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1096,Addiction,,2007,PG-13/TV-14,6.4,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1097,Risky Drinking,,2016,R/TV-MA,6.6,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1098,The Secret Life of Couples,TV,2017,R/TV-MA,6.0,,2010-2019,5.01-6.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1099,Autopsy 5: Dead Men Do Tell Tales,,1998,R/TV-MA,7.9,,1990-1999,7.51-8.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,Autopsy 8: Dead Giveaway,,2002,R/TV-MA,7.8,,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1101,The Alzheimer's Project,TV,2009,PG/TV-PG,8.1,,2000-2009,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1102,Hard Times: Lost on Long Island,,2012,PG/TV-PG,7.2,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1103,Finding the Way Home,,2019,PG/TV-PG,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1104,Primo,,2005,,7.4,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1105,Without Warning: The James Brady Story,,1991,R/TV-MA,6.3,,1990-1999,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1106,Joe's Palace,,2007,R/TV-MA,6.9,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1107,El Perro y el Gato,TV,2004,,8.1,,2000-2009,8.01-8.50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1108,Homeless: The Motel Kids of Orange County,,2010,,6.6,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1109,The Last Truck: Closing of a GM Plant,,2009,,6.9,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1110,One Nation Under Stress,,2019,PG-13/TV-14,6.9,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1111,Coma,,2007,PG/TV-PG,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1112,Great Expectations,,1974,,6.0,,1970-1979,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1113,Mariela Castro's March: Cuba's LGBT Revolution,,2016,,7.4,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1114,Pod Save America,TV,2018,R/TV-MA,5.2,,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1115,Glitter,,2001,PG-13/TV-14,2.2,6.0,2000-2009,0-5.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1116,Alice: The First Day of the Rest of My Life,,2010,,7.9,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1117,"Remembering the Artist: Robert De Niro, Sr.",,2014,PG-13/TV-14,6.6,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1118,Autopsy 9: Dead Awakening,,2003,R/TV-MA,7.7,,2000-2009,7.51-8.00,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1119,Guie’dani’s Navel,,2019,,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1120,The Words That Built America,,2017,G/TV-G,6.9,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1121,Tejano,,2018,,5.8,,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1122,Wars of Others,,2016,,8.3,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1123,Song of Parkland,,2019,PG/TV-PG,6.2,83.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1124,No me digas Solterona,,2018,,6.4,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1125,David Spade: Take the Hit,,1998,,6.5,,1990-1999,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,The End,,2004,,7.7,67.0,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1127,Liberty: Mother of Exiles,,2019,PG-13/TV-14,6.3,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1128,41,,2012,G/TV-G,6.4,,2010-2019,6.01-7.00,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1129,Pororo: The Racing Adventure,,2013,G/TV-G,5.3,,2010-2019,5.01-6.00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1130,Koran by Heart,,2011,,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1131,Sesame Street: Elmo's Playdate,,2020,G/TV-G,5.4,,2020-2029,5.01-6.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1132,I Have Tourette's But Tourette's Doesn't Have Me,,2005,PG/TV-PG,7.6,,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1133,We Are the Dream: The Kids of the Oakland MLK Oratorical Fest,,2020,G/TV-G,5.9,,2020-2029,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1134,The Fisherman,,2019,PG/TV-PG,7.9,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1135,Richard Jeni: A Big Steaming Pile of Me,,2005,,7.5,,2000-2009,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1136,Esme & Roy,TV,2018,G/TV-G,6.7,,2010-2019,6.01-7.00,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1137,Being Impossible,,2018,,6.4,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1138,Tracy Morgan: Black & Blue,,2010,R/TV-MA,5.5,,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1139,Asylum,,2008,R/TV-MA,4.1,,2000-2009,0-5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1140,Mr. Conservative: Goldwater on Goldwater,,2006,,7.4,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1141,Michigan vs. Ohio State: The Rivalry,,2007,,7.8,,2000-2009,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1142,Friends of God: A Road Trip with Alexandra Pelosi,,2007,PG/TV-PG,6.6,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1143,Runnin' Rebels of UNLV,,2011,,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1144,Bob Saget: That Ain't Right,,2007,R/TV-MA,6.2,,2000-2009,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1145,A Rape in a Small Town: The Florence Holway Story,,2005,,7.2,,2000-2009,7.01-7.50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1146,Outside the Bubble: On the Road with Alexandra Pelosi,,2018,PG-13/TV-14,6.7,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1147,The Skulls II,,2002,R/TV-MA,4.6,,2000-2009,0-5.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
